category,meanRAX,sdRAX,minRAX,maxRAX,lenRAX,stepRAX,rmsRAX,entropy1RAX,entrpy2RAX,fftRAX,meanRAY,sdRAY,minRAY,maxRAY,lenRAY,stepRAY,rmsRAY,entropy1RAY,entrpy2RAY,fftRAY,meanRAZ,sdRAZ,minRAZ,maxRAZ,lenRAZ,stepRAZ,rmsRAZ,entropy1RAZ,entrpy2RAZ,fftRAZ,meanGX,sdGX,minGX,maxGX,lenGX,stepGX,rmsGX,entropy1GX,entrpy2GX,fftGX,meanGY,sdGY,minGY,maxGY,lenGY,stepGY,rmsGY,entropy1GY,entrpy2GY,fftGY,meanGZ,sdGZ,minGZ,maxGZ,lenGZ,stepGZ,rmsGZ,entropy1GZ,entrpy2GZ,fftGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.75177,0.36029,-1.4538,0.16618,73,1460,0.83259,5.9809,50.603,0.34659,0.38048,0.31773,-0.45447,0.97281,73,1460,0.4943,5.6873,17.836,0.33172,9.8509,0.65677,8.8355,11.321,73,1460,9.8724,6.1867,7114.9,0.54181,0.012689,0.028365,-0.034927,0.066147,73,1460,0.030896,4.2696,0.069684,0.023824,-0.019148,0.038399,-0.075394,0.05722,73,1460,0.042672,4.7271,0.13293,0.021017,0.0077757,0.0063125,-0.0011139,0.020981,73,1460,0.0099882,5.5967,0.0072827,0.005457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.6999,0.23598,-1.1883,-0.24411,99,1980,0.73823,6.5461,53.953,0.15011,0.32753,0.32901,-0.40974,1.0365,99,1980,0.46307,5.8595,21.229,0.26372,9.8066,0.53057,8.6624,10.741,99,1980,9.8208,6.6273,9548.4,0.36475,-0.0036849,0.020568,-0.051773,0.02916,99,1980,0.020793,3.1125,0.042801,0.015295,-0.0051248,0.03434,-0.070984,0.052277,99,1980,0.034549,3.7085,0.11817,0.027824,0.0064477,0.0057899,-0.0049133,0.01825,99,1980,0.0086462,5.9411,0.007401,0.0059175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.67349,0.16855,-0.9062,-0.38834,30,600,0.69358,4.8611,14.431,0.17261,0.27277,0.33057,-0.23967,0.64758,30,600,0.42431,3.8065,5.4011,0.2548,10.195,0.50577,9.4687,11.159,30,600,10.207,4.9052,3125.4,0.4268,-0.00078379,0.018058,-0.029968,0.033569,30,600,0.017772,0.079284,0.0094753,0.01668,-0.033977,0.020241,-0.07489,-0.014526,30,600,0.039376,4.6894,0.046515,0.016786,0.00036214,0.0047069,-0.0066071,0.0074615,30,600,0.004642,1.0966,0.00064644,0.0034808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.76359,0.2183,-1.1983,-0.16789,187,3740,0.79402,7.4834,117.9,0.17244,0.48867,0.34725,-0.18677,1.3633,187,3740,0.59894,7.1411,67.083,0.19695,9.7585,0.66633,8.4801,11.195,187,3740,9.7811,7.5436,17890,0.47203,0.0064433,0.02642,-0.03862,0.063568,187,3740,0.027125,4.7463,0.13759,0.01996,-0.011327,0.02411,-0.071823,0.029175,187,3740,0.026579,5.7152,0.13211,0.013697,0.01243,0.0087883,-0.0038147,0.032272,187,3740,0.01521,7.1464,0.04326,0.0058141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-1.5536,0.24834,-1.9361,-0.95654,39,780,1.5729,5.2666,96.482,0.1863,0.75523,0.42684,-0.066956,1.3082,39,780,0.86481,4.9315,29.168,0.2975,10.01,0.51633,9.1387,10.678,39,780,10.023,5.2835,3917.7,0.42819,-0.0097402,0.018198,-0.026901,0.032288,39,780,0.020434,4.3134,0.016285,0.016735,-0.0037979,0.026522,-0.068863,0.02623,39,780,0.026454,0.10066,0.027293,0.017717,0.033427,0.0055621,0.023178,0.040115,39,780,0.033875,5.2652,0.044754,0.0021183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-1.5494,0.32626,-2.2079,-0.90245,84,1680,1.583,6.3602,210.48,0.18086,1.1695,0.3248,0.70824,1.8991,84,1680,1.2132,6.3385,123.64,0.24399,9.6747,0.50328,8.7834,10.919,84,1680,9.6876,6.3904,7883.4,0.37784,0.0090941,0.020932,-0.023026,0.052979,84,1680,0.022708,4.2685,0.043314,0.01975,-0.0054963,0.01727,-0.030548,0.039978,84,1680,0.018025,5.1105,0.027291,0.01315,0.059649,0.014015,0.037231,0.090439,84,1680,0.061254,6.354,0.31517,0.0066473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-1.8397,0.23696,-2.1152,-1.1689,56,1120,1.8546,5.7947,192.62,0.20607,1.4076,0.17881,1.0128,1.6715,56,1120,1.4187,5.7956,112.71,0.1887,9.6673,0.28564,9.2741,10.116,56,1120,9.6715,5.8067,5238.1,0.18232,-0.023685,0.017137,-0.059372,0.0028076,56,1120,0.029145,5.3342,0.047568,0.01585,-0.0026771,0.022162,-0.038773,0.042664,56,1120,0.022126,1.6936,0.027414,0.013977,0.090637,0.0042421,0.084564,0.10178,56,1120,0.090734,5.8058,0.46103,0.0030803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-1.9316,0.21611,-2.2935,-1.5028,48,960,1.9434,5.5759,181.28,0.16861,1.9199,0.32983,1.331,2.5629,48,960,1.9475,5.5638,182.05,0.20466,9.6437,0.20887,9.1629,9.963,48,960,9.6459,5.5846,4466.1,0.15517,-0.011551,0.013475,-0.034271,0.01384,48,960,0.017641,4.7341,0.014938,0.008629,0.0097847,0.0096741,-0.01207,0.0242,48,960,0.013689,4.9772,0.0089942,0.0066828,0.13135,0.017611,0.10178,0.16164,48,960,0.1325,5.5723,0.84267,0.0026888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-1.8363,0.22232,-2.2371,-1.5786,44,880,1.8494,5.4493,150.49,0.18915,2.359,0.29921,1.8754,2.9242,44,880,2.3775,5.448,248.71,0.36036,9.899,0.41599,9.1614,10.571,44,880,9.9076,5.4582,4319,0.39319,-0.0079301,0.028386,-0.054199,0.035583,44,880,0.02916,3.9539,0.037414,0.030871,-0.0027133,0.019874,-0.045227,0.02066,44,880,0.019833,0.77825,0.017308,0.017989,0.19569,0.01902,0.16164,0.22443,44,880,0.19659,5.4527,1.7006,0.0028749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-1.8363,0.22232,-2.2371,-1.5786,44,880,1.8494,5.4493,150.49,0.18915,2.359,0.29921,1.8754,2.9242,44,880,2.3775,5.448,248.71,0.36036,9.899,0.41599,9.1614,10.571,44,880,9.9076,5.4582,4319,0.39319,-0.0079301,0.028386,-0.054199,0.035583,44,880,0.02916,3.9539,0.037414,0.030871,-0.0027133,0.019874,-0.045227,0.02066,44,880,0.019833,0.77825,0.017308,0.017989,0.19569,0.01902,0.16164,0.22443,44,880,0.19659,5.4527,1.7006,0.0028749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-1.9359,0.26558,-2.4466,-1.506,90,1800,1.9538,6.4784,343.57,0.16224,2.2011,0.37459,1.2431,2.7309,90,1800,2.2324,6.4698,448.54,0.32474,9.5821,0.70868,7.9683,10.978,90,1800,9.608,6.4879,8308.3,0.43713,-0.01633,0.025609,-0.072449,0.034073,90,1800,0.030252,5.2797,0.082368,0.024463,0.0095347,0.020123,-0.030075,0.057281,90,1800,0.022166,4.8522,0.04422,0.015952,0.22905,0.0051945,0.22205,0.24229,90,1800,0.22911,6.4915,4.7243,0.0027207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-1.9359,0.26558,-2.4466,-1.506,90,1800,1.9538,6.4784,343.57,0.16224,2.2011,0.37459,1.2431,2.7309,90,1800,2.2324,6.4698,448.54,0.32474,9.5821,0.70868,7.9683,10.978,90,1800,9.608,6.4879,8308.3,0.43713,-0.01633,0.025609,-0.072449,0.034073,90,1800,0.030252,5.2797,0.082368,0.024463,0.0095347,0.020123,-0.030075,0.057281,90,1800,0.022166,4.8522,0.04422,0.015952,0.22905,0.0051945,0.22205,0.24229,90,1800,0.22911,6.4915,4.7243,0.0027207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-1.8842,0.35252,-2.5139,-1.1438,77,1540,1.9165,6.2407,282.81,0.2293,2.3482,0.28898,1.8718,2.8975,77,1540,2.3657,6.2559,430.94,0.22451,9.9597,0.71844,8.2607,11.349,77,1540,9.9853,6.2631,7677.3,0.5763,-0.011655,0.024483,-0.059006,0.028336,77,1540,0.026971,4.3555,0.056014,0.021668,-0.025984,0.025295,-0.064178,0.032043,77,1540,0.036148,5.6821,0.10061,0.015834,0.2596,0.012157,0.23485,0.28214,77,1540,0.25988,6.2652,5.2005,0.003778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-1.7481,0.39695,-2.2561,-0.80588,60,1200,1.7918,5.8667,192.64,0.37269,2.3812,0.45644,1.2327,3.0028,60,1200,2.4238,5.8797,352.49,0.20886,9.8885,0.66932,8.8661,11.03,60,1200,9.9108,5.9037,5893.4,0.54233,-0.024301,0.023893,-0.055969,0.027328,60,1200,0.03394,5.1748,0.069114,0.022848,-0.0066238,0.022811,-0.064178,0.029251,60,1200,0.02357,2.8861,0.033334,0.015316,0.29053,0.0060108,0.27979,0.30116,60,1200,0.29059,5.9066,5.0667,0.0038125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-1.7187,0.45716,-2.5448,-0.88014,63,1260,1.7776,5.9253,199.06,0.38104,1.8407,0.44289,1.2327,2.9645,63,1260,1.8924,5.9365,225.61,0.35639,9.346,0.64362,8.0647,10.246,63,1260,9.3677,5.9739,5528.5,0.41279,0.024802,0.032443,-0.026001,0.12097,63,1260,0.040633,4.9261,0.10401,0.026435,-0.0060132,0.04323,-0.093903,0.074036,63,1260,0.043305,3.44,0.11814,0.033917,0.2801,0.014792,0.25575,0.30107,63,1260,0.28048,5.9753,4.9563,0.0084685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-2.0383,0.75816,-2.9169,-0.3483,89,1780,2.1733,6.363,420.35,0.63245,2.5417,0.82613,1.3221,4.054,89,1780,2.6711,6.4009,635.02,0.47516,10.125,1.1468,8.2097,12.528,89,1780,10.189,6.4666,9240.4,1.1897,-0.026141,0.093663,-0.19519,0.12097,89,1780,0.096735,4.0212,0.83283,0.089382,-0.023443,0.10557,-0.23326,0.11977,89,1780,0.10756,2.5023,1.0297,0.03855,0.33981,0.042418,0.26547,0.40459,89,1780,0.34242,6.4646,10.435,0.01608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.83075,0.45408,-1.4518,0.034271,30,600,0.94311,4.5582,26.684,0.34601,3.1469,0.63394,2.121,4.1043,30,600,3.2081,4.8777,308.75,0.63622,8.6802,1.0978,7.1631,10.277,30,600,8.7471,4.8957,2295.4,0.92199,-0.029257,0.089878,-0.14682,0.076584,30,600,0.093084,2.3515,0.25994,0.028666,-0.072607,0.043718,-0.14964,-0.0097198,30,600,0.084377,4.6453,0.21358,0.036969,0.33789,0.0076479,0.32413,0.35129,30,600,0.33798,4.9065,3.4268,0.0068345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.87549,0.27927,-1.238,-0.30634,33,660,0.91766,4.9641,27.789,0.22966,2.044,0.20388,1.7035,2.4715,33,660,2.0539,5.0375,139.21,0.14808,9.6929,0.60389,8.5664,10.677,33,660,9.7111,5.0416,3112.1,0.46878,0.012339,0.010888,-0.0061951,0.024292,33,660,0.016347,4.393,0.0088184,0.0085194,0.0056795,0.031732,-0.028351,0.063232,33,660,0.031759,0.35264,0.033286,0.026285,0.35631,0.0045493,0.34718,0.36403,33,660,0.35633,5.0443,4.1901,0.0025128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.5597,0.32209,-1.0954,0.066132,66,1320,0.64455,5.7591,27.419,0.30064,2.2755,0.18934,1.8156,2.5585,66,1320,2.2833,6.0394,344.08,0.15798,9.6973,0.44982,9.0385,10.397,66,1320,9.7076,6.0429,6219.7,0.36268,0.0091252,0.019981,-0.034409,0.041946,66,1320,0.021828,4.3929,0.031446,0.012483,0.0049552,0.023846,-0.021713,0.061737,66,1320,0.024178,2.309,0.038582,0.016644,0.35874,0.0068524,0.34644,0.37016,66,1320,0.3588,6.0441,8.4968,0.0066601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.40451,0.30151,-1.0217,0.14206,114,2280,0.50372,6.3271,28.926,0.24991,2.0662,0.34342,1.5052,2.8512,114,2280,2.0943,6.8133,500.03,0.21138,9.6452,0.56453,8.5282,10.821,114,2280,9.6616,6.8304,10641,0.34637,-0.011375,0.021225,-0.058365,0.029938,114,2280,0.023999,5.4669,0.06566,0.017111,0.0066,0.032246,-0.048828,0.068329,114,2280,0.032775,3.7282,0.12246,0.017195,0.33966,0.022982,0.28836,0.37422,114,2280,0.34043,6.8296,13.212,0.0049199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.40451,0.30151,-1.0217,0.14206,114,2280,0.50372,6.3271,28.926,0.24991,2.0662,0.34342,1.5052,2.8512,114,2280,2.0943,6.8133,500.03,0.21138,9.6452,0.56453,8.5282,10.821,114,2280,9.6616,6.8304,10641,0.34637,-0.011375,0.021225,-0.058365,0.029938,114,2280,0.023999,5.4669,0.06566,0.017111,0.0066,0.032246,-0.048828,0.068329,114,2280,0.032775,3.7282,0.12246,0.017195,0.33966,0.022982,0.28836,0.37422,114,2280,0.34043,6.8296,13.212,0.0049199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.15297,0.18846,-0.65141,0.20041,56,1120,0.24141,4.7929,3.2637,0.14113,0.8349,0.21801,0.41847,1.2451,56,1120,0.8624,5.7568,41.649,0.13832,9.7708,0.48476,8.7122,10.604,56,1120,9.7826,5.8056,5359.2,0.31595,-0.030313,0.019517,-0.060959,0.0040588,56,1120,0.035958,5.3846,0.072407,0.015929,-0.0066092,0.039867,-0.069748,0.048004,56,1120,0.040058,2.5161,0.089861,0.037563,0.19405,0.02787,0.15326,0.25079,56,1120,0.196,5.7928,2.1514,0.0048901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.15297,0.18846,-0.65141,0.20041,56,1120,0.24141,4.7929,3.2637,0.14113,0.8349,0.21801,0.41847,1.2451,56,1120,0.8624,5.7568,41.649,0.13832,9.7708,0.48476,8.7122,10.604,56,1120,9.7826,5.8056,5359.2,0.31595,-0.030313,0.019517,-0.060959,0.0040588,56,1120,0.035958,5.3846,0.072407,0.015929,-0.0066092,0.039867,-0.069748,0.048004,56,1120,0.040058,2.5161,0.089861,0.037563,0.19405,0.02787,0.15326,0.25079,56,1120,0.196,5.7928,2.1514,0.0048901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.32358,0.26038,-0.77271,0.26038,179,3580,0.41488,6.9527,30.81,0.18378,1.0711,0.27616,0.52379,1.6587,179,3580,1.106,7.4351,218.94,0.20951,9.7804,0.57026,8.3827,11.058,179,3580,9.7969,7.4814,17180,0.36282,-0.0037994,0.019405,-0.050293,0.046204,179,3580,0.01972,4.7512,0.069612,0.014496,-0.0012528,0.039055,-0.071335,0.079971,179,3580,0.038966,4.2449,0.27179,0.03483,0.13326,0.0097996,0.10988,0.15338,179,3580,0.13362,7.4799,3.196,0.0026645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.32358,0.26038,-0.77271,0.26038,179,3580,0.41488,6.9527,30.81,0.18378,1.0711,0.27616,0.52379,1.6587,179,3580,1.106,7.4351,218.94,0.20951,9.7804,0.57026,8.3827,11.058,179,3580,9.7969,7.4814,17180,0.36282,-0.0037994,0.019405,-0.050293,0.046204,179,3580,0.01972,4.7512,0.069612,0.014496,-0.0012528,0.039055,-0.071335,0.079971,179,3580,0.038966,4.2449,0.27179,0.03483,0.13326,0.0097996,0.10988,0.15338,179,3580,0.13362,7.4799,3.196,0.0026645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.33828,0.23928,-0.7467,0.083481,79,1580,0.41347,5.8501,13.506,0.153,0.89595,0.29403,0.38469,1.3888,79,1580,0.94238,6.2232,70.158,0.26567,9.6154,0.55131,8.7667,10.784,79,1580,9.631,6.3015,7327.7,0.40212,-0.0015456,0.015868,-0.032684,0.029099,79,1580,0.015842,2.5482,0.019828,0.015749,-0.0041471,0.025425,-0.043091,0.047653,79,1580,0.025602,3.0341,0.05178,0.017052,0.10473,0.0082082,0.090012,0.11716,79,1580,0.10505,6.2993,0.87182,0.0033678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.38664,0.20472,-0.83894,-0.075623,43,860,0.43638,5.2281,8.1883,0.17196,0.51813,0.22695,0.041061,0.82109,43,860,0.56459,5.2454,13.707,0.16831,9.9493,0.41346,8.9104,10.341,43,860,9.9577,5.425,4263.7,0.21609,-0.015404,0.012987,-0.032791,0.0091553,43,860,0.020051,4.7881,0.017287,0.011299,0.002341,0.023198,-0.0439,0.040695,43,860,0.023046,0.095881,0.022838,0.014744,0.071353,0.012315,0.048645,0.092972,43,860,0.072383,5.4046,0.22529,0.0029086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.35787,0.26559,-0.89896,0.16536,59,1180,0.44432,5.4048,11.648,0.28049,0.033939,0.28401,-0.39861,0.55545,59,1180,0.28364,0.45201,4.7465,0.23932,9.641,0.47459,8.9104,10.479,59,1180,9.6525,5.8809,5497,0.39763,-0.02444,0.017973,-0.052002,0.0079651,59,1180,0.030247,5.3864,0.053977,0.015424,-0.0048826,0.02396,-0.049332,0.027786,59,1180,0.024252,3.1706,0.034702,0.016924,0.010396,0.026003,-0.025955,0.050751,59,1180,0.027798,3.5187,0.045593,0.0039373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.44049,0.24096,-1.0211,0.088547,92,1840,0.50147,6.2494,23.135,0.1621,-0.043296,0.27007,-0.57535,0.51689,92,1840,0.27207,2.852,6.8099,0.27793,9.8266,0.43411,9.0793,10.785,92,1840,9.8361,6.5222,8900.9,0.25121,-0.020966,0.015869,-0.040268,0.017502,92,1840,0.026243,6.0187,0.063358,0.012344,-0.0050299,0.020539,-0.043869,0.04187,92,1840,0.021038,4.0826,0.040717,0.013477,-0.043868,0.007559,-0.055405,-0.025955,92,1840,0.044507,6.5007,0.18224,0.0042166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.44049,0.24096,-1.0211,0.088547,92,1840,0.50147,6.2494,23.135,0.1621,-0.043296,0.27007,-0.57535,0.51689,92,1840,0.27207,2.852,6.8099,0.27793,9.8266,0.43411,9.0793,10.785,92,1840,9.8361,6.5222,8900.9,0.25121,-0.020966,0.015869,-0.040268,0.017502,92,1840,0.026243,6.0187,0.063358,0.012344,-0.0050299,0.020539,-0.043869,0.04187,92,1840,0.021038,4.0826,0.040717,0.013477,-0.043868,0.007559,-0.055405,-0.025955,92,1840,0.044507,6.5007,0.18224,0.0042166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.48301,0.27736,-0.94492,0.19974,125,2500,0.55643,6.6735,38.702,0.21976,-0.20942,0.24911,-0.86142,0.39932,125,2500,0.32467,6.25,13.177,0.1435,9.7995,0.50319,8.5298,10.778,125,2500,9.8123,6.9639,12035,0.31414,-0.021191,0.015058,-0.051666,0.012756,125,2500,0.025962,6.5454,0.084252,0.011203,-0.010175,0.024907,-0.059845,0.042465,125,2500,0.026813,4.9168,0.089867,0.018644,-0.059476,0.0076116,-0.073486,-0.047012,125,2500,0.059957,6.9541,0.44936,0.0034795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.48301,0.27736,-0.94492,0.19974,125,2500,0.55643,6.6735,38.702,0.21976,-0.20942,0.24911,-0.86142,0.39932,125,2500,0.32467,6.25,13.177,0.1435,9.7995,0.50319,8.5298,10.778,125,2500,9.8123,6.9639,12035,0.31414,-0.021191,0.015058,-0.051666,0.012756,125,2500,0.025962,6.5454,0.084252,0.011203,-0.010175,0.024907,-0.059845,0.042465,125,2500,0.026813,4.9168,0.089867,0.018644,-0.059476,0.0076116,-0.073486,-0.047012,125,2500,0.059957,6.9541,0.44936,0.0034795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.54556,0.27176,-0.91203,-0.060135,33,660,0.60766,4.8251,12.185,0.30397,-0.3266,0.23232,-0.65335,0.094742,33,660,0.39875,4.5883,5.2471,0.13713,9.8761,0.67605,8.6624,10.839,33,660,9.8986,5.0411,3233.4,0.58532,-0.0014981,0.011659,-0.015808,0.026703,33,660,0.011579,3.1421,0.0044242,0.0123,-0.021398,0.022601,-0.060043,0.010757,33,660,0.030874,4.1132,0.031456,0.017733,-0.071688,0.0020727,-0.07489,-0.067993,33,660,0.071717,5.0438,0.16973,0.0016594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.52389,0.13774,-0.679,-0.26393,38,760,0.54124,5.1951,11.132,0.10446,-0.21773,0.27075,-0.80939,0.094742,38,760,0.34465,3.9802,4.5138,0.279,9.9777,0.54954,9.183,10.803,38,760,9.9924,5.2458,3794.2,0.50811,-0.017606,0.015512,-0.037201,0.026703,38,760,0.02333,4.8783,0.020682,0.010984,-0.019327,0.021846,-0.060043,0.028656,38,760,0.028952,4.5838,0.031852,0.016274,-0.072948,0.0041708,-0.079102,-0.066559,38,760,0.073064,5.2456,0.20286,0.0042249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.52663,0.18844,-0.84904,-0.16129,164,3280,0.55913,7.2596,51.271,0.11167,-0.17133,0.28386,-0.80939,0.58345,164,3280,0.33082,6.0192,17.948,0.16864,9.7042,0.58934,8.3042,11.248,164,3280,9.722,7.3549,15501,0.29325,-0.0016193,0.01768,-0.029068,0.038818,164,3280,0.0177,4.1811,0.051381,0.015437,-0.0013409,0.019414,-0.049438,0.041183,164,3280,0.019401,3.1135,0.061729,0.014016,-0.051872,0.018406,-0.077621,-0.023529,164,3280,0.055022,7.2624,0.49649,0.0074318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.78798,0.28318,-1.3707,-0.30986,58,1160,0.8365,5.7618,40.584,0.16212,0.24174,0.30227,-0.44614,0.73653,58,1160,0.38501,4.9793,8.5974,0.1978,9.6486,0.3666,9.2091,10.466,58,1160,9.6555,5.857,5407.2,0.31174,0.0082792,0.0079213,-0.0092621,0.023819,58,1160,0.011411,5.2919,0.0075522,0.0062916,0.01209,0.015907,-0.011093,0.056595,58,1160,0.019871,4.5939,0.022902,0.010282,-0.013722,0.0084639,-0.024857,0.0029755,58,1160,0.016084,5.4521,0.015004,0.0030677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.78798,0.28318,-1.3707,-0.30986,58,1160,0.8365,5.7618,40.584,0.16212,0.24174,0.30227,-0.44614,0.73653,58,1160,0.38501,4.9793,8.5974,0.1978,9.6486,0.3666,9.2091,10.466,58,1160,9.6555,5.857,5407.2,0.31174,0.0082792,0.0079213,-0.0092621,0.023819,58,1160,0.011411,5.2919,0.0075522,0.0062916,0.01209,0.015907,-0.011093,0.056595,58,1160,0.019871,4.5939,0.022902,0.010282,-0.013722,0.0084639,-0.024857,0.0029755,58,1160,0.016084,5.4521,0.015004,0.0030677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-1.0933,0.35072,-1.4948,-0.45123,55,1100,1.1472,5.7022,72.383,0.32113,0.41869,0.23419,0.013168,0.65532,55,1100,0.47869,5.4859,12.603,0.22375,9.5606,0.49234,8.4895,10.545,55,1100,9.573,5.7795,5040.4,0.37391,0.0066148,0.011948,-0.015671,0.035049,55,1100,0.013562,4.2398,0.010116,0.011598,0.0094696,0.02679,-0.0345,0.056595,55,1100,0.028183,3.6852,0.043687,0.018657,0.01801,0.0074621,0.0029755,0.028549,55,1100,0.019469,5.6326,0.020846,0.0053693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-1.3218,0.2908,-2.1222,-0.68542,79,1580,1.353,6.2702,144.62,0.18977,0.49282,0.21811,0.19556,1.0161,79,1580,0.53837,6.1709,22.897,0.235,9.813,0.45853,8.9656,10.799,79,1580,9.8236,6.3022,7623.7,0.32134,-0.0019605,0.012551,-0.020981,0.021912,79,1580,0.012625,3.8005,0.012592,0.0092246,0.0075523,0.026956,-0.061737,0.060852,79,1580,0.027829,3.6699,0.061182,0.013202,0.029131,0.0074259,0.016678,0.043167,79,1580,0.030051,6.2564,0.07134,0.0053499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-1.1556,0.3873,-1.6418,-0.13152,63,1260,1.2178,5.8763,93.427,0.26579,0.82297,0.28367,0.14952,1.2175,63,1260,0.86976,5.8726,47.658,0.20504,9.7342,0.41252,9.0446,10.575,63,1260,9.7428,5.976,5980.1,0.28968,0.018213,0.01862,-0.008194,0.053177,63,1260,0.02594,5.1699,0.042392,0.018487,-0.0074397,0.030098,-0.061737,0.03891,63,1260,0.030771,3.3496,0.059653,0.016967,0.06031,0.013399,0.043167,0.087234,63,1260,0.061758,5.9434,0.24028,0.0052493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-1.1556,0.3873,-1.6418,-0.13152,63,1260,1.2178,5.8763,93.427,0.26579,0.82297,0.28367,0.14952,1.2175,63,1260,0.86976,5.8726,47.658,0.20504,9.7342,0.41252,9.0446,10.575,63,1260,9.7428,5.976,5980.1,0.28968,0.018213,0.01862,-0.008194,0.053177,63,1260,0.02594,5.1699,0.042392,0.018487,-0.0074397,0.030098,-0.061737,0.03891,63,1260,0.030771,3.3496,0.059653,0.016967,0.06031,0.013399,0.043167,0.087234,63,1260,0.061758,5.9434,0.24028,0.0052493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-1.1707,0.29356,-1.9306,-0.60083,75,1500,1.2064,6.1844,109.16,0.19838,0.77643,0.24233,0.32381,1.2327,75,1500,0.81289,6.1559,49.559,0.22285,9.7977,0.48491,8.8816,10.664,75,1500,9.8095,6.2271,7217,0.46821,0.018772,0.01732,-0.004425,0.051498,75,1500,0.025463,5.57,0.048626,0.014064,-0.012016,0.022557,-0.048401,0.035202,75,1500,0.025425,4.8123,0.048482,0.016655,0.08143,0.0061486,0.067307,0.090698,75,1500,0.081659,6.2247,0.50012,0.0053874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-1.1061,0.25744,-1.4292,-0.6779,27,540,1.1346,4.7166,34.756,0.27889,1.1905,0.46038,0.5925,1.8538,27,540,1.2733,4.6498,43.776,0.45363,9.8549,0.66903,9.003,10.85,27,540,9.8767,4.7517,2633.9,0.66038,0.012819,0.029359,-0.028229,0.055786,27,540,0.031533,2.9269,0.026847,0.028427,-0.0079803,0.011419,-0.028015,0.0040741,27,540,0.013757,3.2852,0.00511,0.010224,0.090037,0.0061431,0.080383,0.096985,27,540,0.090239,4.7516,0.21986,0.0043682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-1.0755,0.36696,-1.8273,-0.65843,52,1040,1.1352,5.6219,67.014,0.24993,1.0847,0.2977,0.67119,1.7952,52,1040,1.1241,5.6494,65.707,0.24324,10.131,0.82987,8.9277,11.739,52,1040,10.165,5.6957,5372.7,0.89765,0.016674,0.022335,-0.014984,0.066483,52,1040,0.0277,4.4679,0.0399,0.018322,-0.03182,0.026363,-0.091736,0.016602,52,1040,0.04116,5.1546,0.088095,0.014872,0.11123,0.0069984,0.091064,0.123,52,1040,0.11144,5.6976,0.6458,0.0042743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
